2025-07-24 00:36:57.656 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [e90bbb1d04f646d287039efb9c0da960], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: False, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.apis], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.authentication], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.ccd.management], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.cloud-build], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.cloud-diagnostics], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.cloudcode], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.cloudsave], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.deployment], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.economy], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.friends], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.leaderboards], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.levelplay], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.lobby], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.matchmaker], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.multiplay], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.multiplayer], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.push-notifications], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.relay], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.tooling], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.ugc], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.ugc.bridge], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.user-reporting], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.217 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.services.vivox], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.shadergraph], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.sharp-zip-lib], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.splines], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.sysroot], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.sysroot.linux-x86_64], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.terrain-tools], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.test-framework], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.test-framework.performance], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.testtools.codecoverage], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.timeline], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.toolchain.linux-x86_64], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.transport], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.ugui], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.visualeffectgraph], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.visualscripting], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.xr.arcore], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.xr.arfoundation], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.xr.arkit], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.xr.hands], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.xr.interaction.toolkit], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.xr.magicleap], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.xr.management], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.xr.meta-openxr], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.xr.oculus], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.xr.openxr], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.xr.visionos], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.218 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.zivart-player], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.407 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.havok.physics], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.407 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.animation], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.407 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.aseprite], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.407 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.pixel-perfect], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.407 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.psdimporter], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.407 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.sprite], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.407 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.spriteshape], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.407 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.tilemap], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.407 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.tilemap.extras], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.407 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.adaptiveperformance], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.407 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.addressables], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.addressables.android], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.ads], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.ads.ios-support], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.ai.navigation], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.animation.rigging], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.asset-manager-for-unity], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.behavior], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.burst], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.charactercontroller], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.cinemachine], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.collab-proxy], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.collections], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.connect.share], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.dedicated-server], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.device-simulator.devices], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.editorcoroutines], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.entities], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.entities.graphics], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.feature.2d], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.feature.ar], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.feature.characters-animation], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.feature.cinematic], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.feature.development], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.feature.gameplay-storytelling], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.feature.mobile], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.feature.vr], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.feature.worldbuilding], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.formats.alembic], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.formats.fbx], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.ide.rider], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.ide.visualstudio], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.inputsystem], Result: [granted: True, group: (null)]
2025-07-24 04:28:03.408 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.learn.iet-framework], Result: [granted: True, group: (null)]
